Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT14,OUT045,1871.737405
NCZ53,OUT046,3093.358634
FDE28,OUT018,3372.435626
FDR19,OUT035,2386.729045
NCF54,OUT019,868.694684
FDZ08,OUT046,1405.612003
NCJ05,OUT018,2191.401068
FDF59,OUT046,2120.513655
NCO05,OUT035,1705.60965
FDW24,OUT018,561.18853
NCX42,OUT018,2376.330528
NCA53,OUT035,892.7970272
FDI45,OUT019,919.4723264
FDG46,OUT046,1900.326784
FDM20,OUT010,1934.895078
FDW11,OUT010,-892.4044251
FDX08,OUT035,2931.689293
NCK17,OUT035,775.2297927
FDK32,OUT018,2149.387206
NCA42,OUT035,2624.032674
DRI01,OUT035,2799.585262
NCL55,OUT049,4095.196291
DRE25,OUT018,1259.997317
FDD14,OUT017,2998.519343
FDB10,OUT046,3808.17937
DRN11,OUT035,2399.709772
FDP38,OUT018,582.9330377
NCA30,OUT017,3078.821838
FDT15,OUT017,3016.700453
NCP55,OUT018,678.7962223
FDF12,OUT035,2453.599553
FDM21,OUT018,3778.535392
FDX56,OUT035,3346.10158
FDF10,OUT017,2405.89359
FDT32,OUT045,2949.741525
FDM51,OUT018,1366.672068
NCR50,OUT018,2193.98103
FDI19,OUT049,3915.426756
FDX21,OUT017,1821.580358
FDR31,OUT035,2403.845804
FDY02,OUT013,4207.030967
NCA29,OUT045,2653.920366
NCX17,OUT046,3748.59749
FDM12,OUT045,2960.634008
FDI53,OUT027,4014.928127
NCU30,OUT049,2696.554824
FDC56,OUT027,3402.154393
FDK27,OUT018,1706.0227
NCK18,OUT017,2732.303953
FDB52,OUT019,2173.069493
DRG25,OUT027,4449.077592
FDZ13,OUT049,950.8632966
FDB57,OUT019,1644.161652
FDR40,OUT046,1427.437426
NCO14,OUT019,-1139.157118
NCN19,OUT045,2967.350001
FDQ28,OUT019,578.073908
FDO13,OUT018,2356.101631
FDK48,OUT013,1344.554969
FDU07,OUT018,2164.456177
FDW20,OUT046,2062.487843
FDV12,OUT010,-314.8071865
FDH24,OUT013,2604.868129
FDV59,OUT049,3504.086149
FDK57,OUT045,1868.625267
FDL16,OUT027,2226.73102
NCQ17,OUT046,2561.830373
FDJ15,OUT018,2672.111228
FDX24,OUT049,1598.362265
FDT47,OUT046,1641.319105
FDT10,OUT049,1089.683321
FDZ37,OUT018,1155.862069
FDW43,OUT027,5089.860567
DRN36,OUT017,1629.934905
FDJ14,OUT045,1253.231113
FDA32,OUT013,3525.911573
FDJ38,OUT019,1122.501981
FDQ57,OUT017,2426.654662
NCQ41,OUT019,1177.375196
FDG56,OUT049,1075.638243
DRC13,OUT027,3447.731653
FDV55,OUT035,2391.929427
FDQ49,OUT045,2447.778574
FDE29,OUT010,-910.0129015
FDR03,OUT013,3345.077686
FDD45,OUT049,1588.985394
FDN38,OUT010,2034.894294
FDT56,OUT046,1047.177741
FDT48,OUT045,3111.370408
FDU03,OUT049,2956.545939
FDC56,OUT010,-0.394115937
NCO43,OUT027,3063.827655
FDQ27,OUT017,1725.225456
FDR03,OUT046,3348.189824
DRH23,OUT010,-1008.456048
FDG22,OUT045,592.2596993
NCJ42,OUT013,1758.43508
FDR24,OUT046,1552.25283
FDW60,OUT035,2881.976002
FDJ08,OUT013,3100.566346
DRL59,OUT018,603.6131942
FDG60,OUT010,1770.686233
FDW27,OUT017,2569.119
FDX14,OUT018,991.161506
FDC20,OUT013,1014.540751
NCS29,OUT018,3894.05484
FDJ56,OUT046,1706.101368
FDB20,OUT019,-635.1463809
FDL28,OUT027,5076.839382
FDW01,OUT018,2152.499344
FDL03,OUT046,3217.68232
FDX22,OUT049,3397.903115
FDJ21,OUT035,2392.953321
FDR31,OUT045,2296.01828
FDG21,OUT035,2500.241164
FDS22,OUT027,2182.177653
FDK08,OUT035,1689.476327
FDE17,OUT018,2152.007626
NCN30,OUT017,1634.070936
FDT50,OUT046,1656.388077
NCX42,OUT049,2689.266197
FDJ12,OUT035,3376.690783
NCA18,OUT027,3346.216826
FDP23,OUT019,1548.298467
FDX12,OUT013,3899.374348
FDN40,OUT018,2168.551751
FDV48,OUT035,1354.342643
NCY54,OUT013,2818.25809
FDL16,OUT010,-1135.359697
FDR45,OUT018,3525.792447
FDJ52,OUT046,2648.88932
DRG01,OUT017,1343.490618
FDP52,OUT013,3740.365885
FDU58,OUT017,3046.184848
FDL02,OUT045,1641.722403
FDG28,OUT013,3941.307295
FDA19,OUT035,2146.926369
FDW46,OUT027,2552.609206
NCD43,OUT049,1748.526032
DRG39,OUT013,948.7345943
NCF55,OUT049,696.4833667
FDJ07,OUT046,1979.113668
FDE08,OUT046,2477.96448
FDP56,OUT019,-1061.966761
FDT45,OUT045,828.4180616
FDF17,OUT018,2825.387133
FDX44,OUT046,1507.659005
FDM28,OUT027,4317.465279
FDI36,OUT049,3222.842245
FDS07,OUT045,1792.499261
FDD36,OUT045,1830.787894
FDW11,OUT046,1084.442481
FDN40,OUT049,2546.842317
NCQ18,OUT049,1665.643575
NCQ54,OUT017,2734.311282
NCS42,OUT045,1423.132059
DRH39,OUT010,-670.7019434
FDC09,OUT027,3132.786407
FDT08,OUT010,495.3850166
FDC08,OUT035,3648.106556
FDT20,OUT017,723.3877991
FDS35,OUT035,1139.88833
FDX58,OUT018,2627.517404
FDW58,OUT046,1791.563788
DRD27,OUT046,1687.960716
FDH32,OUT019,-315.4924701
FDS26,OUT035,4231.436353
FDQ31,OUT046,1494.718736
FDP11,OUT018,3208.267238
FDD58,OUT017,1690.540679
FDM33,OUT045,3397.242062
FDZ16,OUT049,3188.689643
NCS29,OUT010,2267.489259
NCM18,OUT019,-900.9105114
FDP11,OUT049,3558.548563
NCC42,OUT017,2342.748312
DRM23,OUT046,2830.706642
NCN55,OUT027,5243.136472
FDK46,OUT013,4159.897638
FDR01,OUT046,3235.782514
NCA05,OUT045,2337.459509
NCP43,OUT017,2913.548641
FDR12,OUT010,799.9294977
FDQ01,OUT013,4132.501488
FDM13,OUT046,2185.25546
FDQ19,OUT017,3923.2071
FDK56,OUT019,1060.831855
NCX06,OUT010,991.6558669
FDO56,OUT027,3368.49351
FDU45,OUT045,1752.041468
FDI16,OUT019,-979.5760218
FDL32,OUT046,1901.923311
FDA07,OUT046,2064.576087
FDA14,OUT045,2289.261829
FDV46,OUT027,3695.84685
NCO07,OUT035,3454.905034
NCP41,OUT046,1789.967261
FDY60,OUT018,1999.142523
FDN38,OUT017,4049.086855
FDO15,OUT046,1308.273665
FDT60,OUT013,2046.394978
FDA55,OUT035,3634.674569
FDE02,OUT010,-376.4368538
DRJ39,OUT049,3582.381315
FDV34,OUT035,1303.605458
FDS20,OUT027,4386.915749
FDF02,OUT027,3119.80568
FDW40,OUT017,2373.829233
NCB43,OUT046,3050.853054
FDR58,OUT017,1556.348403
DRJ59,OUT035,765.4016611
NCD30,OUT017,1682.800791
FDE14,OUT017,1665.643575
FDC28,OUT018,1471.831209
FDU16,OUT018,1102.504465
NCD19,OUT035,1013.516857
FDU21,OUT046,700.6598558
FDV59,OUT027,4900.222442
FDU03,OUT045,2833.157726
FDC33,OUT010,1238.74717
NCR42,OUT035,685.6313418
DRH59,OUT035,1313.474047
NCM31,OUT035,2360.356788
FDS50,OUT035,3602.037578
FDP39,OUT046,958.6031837
FDQ55,OUT013,1959.949122
FDV36,OUT019,104.0392831
FDI05,OUT027,2714.23809
FDS45,OUT027,3187.700081
FDA39,OUT045,601.0234797
FDC37,OUT010,-166.1185727
FDJ60,OUT027,4108.211349
DRQ35,OUT046,2052.619254
NCJ06,OUT046,2009.662414
NCY42,OUT018,2041.68856
DRM37,OUT049,3198.477317
FDR14,OUT045,807.1652717
FDE51,OUT049,829.0791153
FDT33,OUT017,2735.375633
FDR08,OUT013,1896.231211
FDE36,OUT010,684.9422256
FDL22,OUT019,-430.5202001
FDR44,OUT013,2190.455842
FDI56,OUT019,-441.9448584
FDE47,OUT010,117.2540341
FDV27,OUT010,-459.3193111
FDV10,OUT049,791.7739179
FDC40,OUT045,1219.038054
NCX41,OUT013,3423.291937
NCQ38,OUT027,3152.934388
FDV12,OUT027,3083.073116
FDE52,OUT017,1514.415457
FDG20,OUT027,4271.355844
FDV16,OUT027,2050.11408
FDI32,OUT017,1922.603467
FDJ32,OUT049,1103.647484
FDN39,OUT018,2432.80027
FDY34,OUT017,2745.776398
FDC14,OUT035,784.5257487
FDA55,OUT017,3640.898845
FDZ50,OUT010,980.1907507
DRG13,OUT049,2714.163301
FDP01,OUT013,2526.121703
NCG54,OUT017,2830.214924
FDM13,OUT045,2054.086902
NCO18,OUT027,4300.388978
NCW41,OUT013,2577.350605
FDM52,OUT027,3823.282673
NCF55,OUT035,687.146953
FDT09,OUT046,2187.835422
NCM19,OUT035,1865.601549
FDW12,OUT018,2077.437689
FDP15,OUT019,2153.86449
FDK36,OUT045,750.7359868
FDZ25,OUT035,2815.718585
NCW06,OUT049,3152.408339
FDW60,OUT046,2919.321657
DRC49,OUT013,2402.330192
NCT17,OUT035,3093.358634
NCN06,OUT018,2355.077738
FDC45,OUT013,2800.649614
DRJ47,OUT019,832.3729223
NCF06,OUT045,4023.03698
FDE21,OUT010,-28.3224417
DRG27,OUT013,774.6976171
FDW40,OUT049,2347.376061
NCO53,OUT046,3020.836484
FDE23,OUT049,836.8190023
FDQ16,OUT046,1834.02891
FDS26,OUT045,4042.693244
FDZ13,OUT010,-1103.787057
FDS14,OUT049,2575.302818
FDC10,OUT045,1850.976333
FDY16,OUT049,3021.860377
FDJ20,OUT035,2099.301322
FDV43,OUT035,805.7380808
FDZ32,OUT027,3168.00336
FDR23,OUT046,2864.859243
FDN24,OUT035,964.2548261
FDE34,OUT027,4367.219028
FDU31,OUT013,3537.295773
FDW33,OUT018,1460.979184
FDU26,OUT046,1969.204621
FDE20,OUT027,4160.504603
NCW05,OUT035,1792.055506
FDB22,OUT018,2152.991061
FDO56,OUT046,1950.572251
FDA19,OUT027,3538.394455
DRI39,OUT045,870.3914659
FDH52,OUT018,726.3808112
FDZ50,OUT035,2988.159036
NCN42,OUT035,2437.01497
FDB53,OUT013,2454.09127
DRG11,OUT017,1841.317537
DRK11,OUT027,3836.222943
FDQ60,OUT017,2045.943718
FDT36,OUT017,671.5862633
DRG25,OUT018,2676.206802
DRJ23,OUT046,3106.831079
FDG05,OUT035,2605.400304
NCK06,OUT018,1676.45739
FDU52,OUT017,2547.825753
FDW07,OUT018,1161.021994
NCM17,OUT045,696.3544887
FDA22,OUT045,2622.879903
NCA41,OUT018,2813.019497
FDF38,OUT035,790.2583068
FDH52,OUT046,1109.339584
FDY58,OUT019,1687.61021
FDZ16,OUT045,3041.960396
NCM18,OUT017,1103.115308
FDA22,OUT018,2385.094308
NCJ43,OUT035,2886.684667
FDI34,OUT027,5107.960761
FDG56,OUT046,1092.755001
FDS34,OUT046,1942.340646
DRC01,OUT035,926.4983688
FDQ04,OUT035,755.492614
FDK04,OUT035,1044.597779
FDT51,OUT049,1855.241242
FDV26,OUT017,3198.517775
FDS04,OUT049,2341.192243
FDW43,OUT018,3341.88688
FDQ28,OUT010,546.1222012
NCK06,OUT017,2028.294783
FDS23,OUT018,1815.317872
FDZ36,OUT019,1087.817203
FDE56,OUT018,759.0582594
FDW10,OUT027,4242.322709
NCN14,OUT045,2888.111857
NCQ18,OUT045,1529.806811
FDW08,OUT017,1800.368026
FDU43,OUT035,3823.699602
FDR33,OUT010,-166.6912061
FDM24,OUT010,494.3206654
NCZ05,OUT046,1743.898283
NCV41,OUT035,1893.651248
FDV11,OUT018,2496.969442
NCY05,OUT035,718.2683322
FDV44,OUT018,2725.920093
FDW32,OUT049,1455.85747
NCU18,OUT027,3744.576705
NCC43,OUT035,4056.335024
FDW19,OUT013,1869.28632
FDN31,OUT035,3124.971731
FDI48,OUT045,785.9529396
FDS24,OUT017,1542.424698
FDF46,OUT049,1935.052019
DRG23,OUT017,2507.448875
FDG14,OUT018,2139.026898
NCY30,OUT049,2934.269255
FDO28,OUT018,1690.994186
DRD24,OUT035,2360.356788
FDI33,OUT049,1541.852065
FDN32,OUT046,3031.196791
FDR16,OUT045,3313.867887
FDF26,OUT046,2532.837696
NCN29,OUT018,551.8521162
FDE20,OUT045,2623.863338
FDA46,OUT046,3138.363261
FDU28,OUT045,2926.40049
FDQ48,OUT045,1546.964027
FDV36,OUT013,2136.074344
FDR14,OUT018,611.393539
FDP23,OUT017,3514.978632
FDP56,OUT013,937.3908516
FDK48,OUT010,-666.5254543
FDR48,OUT046,2515.761396
NCY29,OUT049,1034.237472
FDM22,OUT018,619.7060594
DRJ01,OUT013,2674.810317
FDZ43,OUT045,3801.374957
FDV03,OUT035,2547.334035
FDX11,OUT027,4346.990132
NCA41,OUT027,4536.096081
FDE38,OUT017,2742.66426
FDI27,OUT018,496.9384425
FDN32,OUT013,2995.407205
NCN43,OUT017,2031.366464
FDB47,OUT027,4746.865622
FDV03,OUT017,2561.338656
NCN30,OUT045,1527.799482
NCV54,OUT010,24.01126969
FDV07,OUT013,1853.193455
FDP07,OUT049,3227.018734
FDK48,OUT018,932.0308854
FDM15,OUT019,520.0480963
FDY19,OUT027,3350.844575
FDK46,OUT046,4183.238673
FDY11,OUT045,1027.884318
FDH09,OUT046,954.9588702
FDO08,OUT027,4096.294973
FDU14,OUT013,4040.282617
FDD22,OUT027,3279.386776
FDM27,OUT017,2590.331332
FDL02,OUT027,3173.69546
NCA17,OUT035,2438.530581
FDE38,OUT019,730.8580952
NCG07,OUT049,3078.289662
DRC27,OUT013,3989.013257
FDA27,OUT035,4114.852554
FDW40,OUT045,2211.539296
DRI11,OUT013,1938.164157
FDN50,OUT046,1616.502917
FDR12,OUT046,2806.341714
FDT34,OUT027,3149.330532
FDW11,OUT035,1098.447101
NCO30,OUT027,4378.071053
FDZ34,OUT017,3165.880784
FDU45,OUT017,1900.326784
NCD42,OUT035,720.8078368
FDX25,OUT045,2825.377381
NCR29,OUT046,1020.232851
FDX43,OUT019,781.6761954
FDB04,OUT010,-502.3570665
FDR49,OUT027,2241.227358
FDS39,OUT018,1995.538667
FDW58,OUT045,1646.390609
FDG22,OUT019,-1247.920115
FDG31,OUT017,1118.103365
NCV53,OUT027,5257.673268
DRJ37,OUT035,2483.083947
FDV07,OUT035,1856.305593
FDW52,OUT018,2374.774459
FDT15,OUT045,2874.639412
FDD02,OUT018,1638.128299
FDM16,OUT035,1290.092555
NCE55,OUT046,2877.307795
FDB57,OUT018,3246.555871
FDQ04,OUT013,811.5110967
FDQ47,OUT019,-1302.874246
FDY14,OUT019,2271.9639
DRK37,OUT017,3076.733593
FDO25,OUT017,3407.771705
FDL57,OUT046,4188.971231
NCK29,OUT018,1710.650449
FDK46,OUT027,5576.262828
NCB43,OUT010,1041.3287
DRE01,OUT027,5277.329532
FDC46,OUT018,2671.579053
FDQ23,OUT045,1622.598315
FDX38,OUT049,915.1141683
FDG60,OUT018,3467.274917
FDW55,OUT017,3992.576655
FDP39,OUT013,921.2575285
FDB20,OUT018,1017.042045
FDV21,OUT017,2099.79304
FDZ02,OUT013,1648.567274
FDP19,OUT027,3525.413728
FDA38,OUT035,3913.911144
FDH22,OUT045,1971.696163
DRM11,OUT045,4071.766836
FDO12,OUT027,4552.10803
FDT14,OUT049,2012.242376
FDW34,OUT010,1936.491605
FDG04,OUT027,4450.101485
FDW59,OUT018,1112.864772
FDR33,OUT018,1487.883616
FDP32,OUT013,2147.99072
FDL13,OUT027,5141.621645
FDD22,OUT013,1909.703656
FDV40,OUT027,2637.498993
NCD55,OUT046,789.1939556
FDQ20,OUT010,-1203.705358
FDD28,OUT045,901.4723873
FDC39,OUT045,3248.634364
NCR17,OUT049,1968.753361
DRO35,OUT018,1601.355277
FDF40,OUT049,4025.254103
FDR31,OUT018,2041.115927
NCQ41,OUT017,3186.069223
FDP38,OUT046,919.2097418
NCU54,OUT027,4780.566963
FDG22,OUT018,334.245208
DRK59,OUT013,3791.10307
FDC37,OUT046,1796.723712
NCO42,OUT013,2416.294355
NCT42,OUT017,2483.656581
FDX27,OUT035,1602.990014
FDV40,OUT018,945.5437883
FDT45,OUT027,2368.171464
FDS47,OUT019,-471.9614287
FDR45,OUT035,3849.620599
FDB03,OUT045,3726.724104
FDO49,OUT035,956.5553969
FDU60,OUT027,4122.135054
FDB26,OUT018,599.4771629
FDB46,OUT017,3468.417937
FDQ37,OUT019,1204.89272
FDN03,OUT017,4031.970097
NCX30,OUT045,3871.808862
FDK32,OUT019,553.2172623
DRM47,OUT013,3133.243794
NCO02,OUT046,1188.618186
FDP04,OUT013,1143.532644
NCO43,OUT049,1712.817362
FDD59,OUT013,1406.184636
FDQ10,OUT017,2815.145952
FDW45,OUT035,2447.907452
NCK30,OUT049,4119.561219
FDU31,OUT018,3138.77631
NCQ17,OUT019,570.2531053
FDN01,OUT017,2875.751726
FDZ19,OUT049,2863.83535
DRG37,OUT017,2567.030756
FDE32,OUT045,588.0832102
FDO34,OUT049,2753.516285
FDM04,OUT019,-1046.446529
FDZ25,OUT049,2798.601827
FDU08,OUT049,1684.848578
NCW30,OUT045,4026.149118
NCM18,OUT013,1092.222826
FDS22,OUT035,798.4899116
NCH18,OUT017,3957.891878
FDC23,OUT013,2919.813375
FDY46,OUT013,3043.07271
NCU06,OUT046,3717.024851
FDX57,OUT045,1528.823375
FDX36,OUT027,5015.74189
FDL16,OUT045,724.3232722
FDT16,OUT010,2207.41566
FDN16,OUT018,1385.836614
FDC03,OUT046,3195.405637
DRF60,OUT013,3856.377051
FDS27,OUT027,4560.912269
FDP33,OUT010,2117.776752
FDJ36,OUT018,1356.803479
NCR42,OUT013,640.5053418
FDV14,OUT017,1485.382322
NCP42,OUT035,3182.465367
FDB50,OUT027,2744.786835
NCC30,OUT027,4273.40363
FDA23,OUT018,1367.204244
FDW16,OUT017,1561.548786
FDQ52,OUT010,2005.369442
FDB58,OUT049,2375.917478
NCP29,OUT049,1151.312988
NCM05,OUT045,4110.587645
FDO25,OUT013,3424.888463
NCM54,OUT046,2133.9861
NCL54,OUT046,2837.914353
FDL39,OUT010,968.847008
FDF53,OUT018,2595.412589
NCQ42,OUT035,2133.9861
FDF58,OUT013,1116.055578
FDZ04,OUT035,1134.728405
FDE26,OUT019,391.5479213
FDS60,OUT017,2936.889676
FDV58,OUT017,3216.658427
FDM04,OUT045,799.9575603
FDE08,OUT035,2423.502067
NCB43,OUT049,3050.853054
FDU11,OUT010,27.08294982
FDF22,OUT019,1472.132004
FDE24,OUT013,2342.707854
DRJ49,OUT046,2182.18378
NCQ53,OUT035,3811.291508
NCL41,OUT013,693.9034044
FDR22,OUT013,1867.689794
FDH04,OUT035,1575.061689
DRH15,OUT045,675.1016988
FDY40,OUT049,903.1573344
NCI17,OUT035,1668.304453
NCC18,OUT013,2847.8234
FDY28,OUT027,4813.163496
FDB45,OUT027,3137.414156
NCL30,OUT018,1766.055841
FDM10,OUT017,3452.816789
FDH22,OUT027,3509.893496
NCZ53,OUT017,3099.58291
NCI18,OUT013,3606.133152
FDH14,OUT027,3731.10426
FDR36,OUT027,2197.7788
FDW01,OUT045,2359.163559
FDK02,OUT027,3383.481566
FDJ02,OUT018,2077.397231
FDU55,OUT013,4195.155049
NCV18,OUT027,2838.561775
FDH14,OUT018,1948.897056
FDZ37,OUT045,1379.643043
FDX49,OUT049,3761.046042
NCD43,OUT046,1770.310998
FDZ07,OUT013,1096.891032
FDK43,OUT035,2108.065103
FDR32,OUT018,3356.915394
FDT39,OUT013,2505.401088
NCV54,OUT017,2013.306727
FDF38,OUT018,439.976982
FDV60,OUT046,3216.126251
FDH44,OUT027,3777.13278
FDS21,OUT046,1095.334964
NCL41,OUT045,553.398433
FDM46,OUT017,1605.610434
FDU27,OUT045,774.6091969
NCJ54,OUT017,3769.358562
DRG51,OUT018,2373.21839
NCA29,OUT019,816.8526904
FDR47,OUT045,3023.779286
NCL19,OUT027,3727.419489
DRG01,OUT049,1329.485997
FDG10,OUT046,1044.597779
NCV05,OUT049,2518.3009
NCH18,OUT019,1961.646403
FDV14,OUT018,1136.657066
DRJ23,OUT035,3103.718941
DRJ11,OUT046,3055.480803
FDZ03,OUT017,3034.268471
FDI27,OUT010,-1138.963552
FDJ14,OUT018,1063.683656
FDU32,OUT017,2018.426194
FDD47,OUT027,4184.869531
DRF36,OUT035,3105.234553
FDM21,OUT046,4163.050234
FDV10,OUT018,460.1654207
FDH60,OUT018,2820.718926
FDX47,OUT010,579.783085
FDT19,OUT019,882.1671291
FDO11,OUT045,3904.978028
FDH24,OUT027,3974.55125
FDL02,OUT018,1466.179566
FDB02,OUT049,2881.976002
FDA43,OUT046,3186.069223
FDG52,OUT045,721.7433099
DRC12,OUT013,3091.762107
FDY37,OUT018,2001.230767
NCU18,OUT045,2201.711165
FDU09,OUT035,1015.605102
DRJ25,OUT027,2286.845076
DRE12,OUT018,1550.577635
DRL47,OUT017,2089.924451
DRK01,OUT046,1635.667463
FDC22,OUT019,1143.182137
FDG44,OUT013,966.3430707
FDW04,OUT035,2170.759121
FDK09,OUT049,3689.547785
NCN43,OUT035,2040.702877
FDG04,OUT049,3058.633399
FDH32,OUT010,-377.0094872
DRI47,OUT017,2410.110537
DRE15,OUT013,1314.457483
FDY11,OUT035,1197.9546
FDO60,OUT049,833.7473222
FDQ20,OUT018,430.6405682
FDO57,OUT027,4027.908854
FDT14,OUT019,31.55759082
FDA57,OUT049,770.5615858
DRN35,OUT017,700.6193981
FDJ03,OUT046,926.4983688
FDX28,OUT017,1717.526026
DRE25,OUT045,1419.979463
FDR09,OUT046,4193.107262
FDB23,OUT035,3664.199421
FDO08,OUT045,2548.761226
FDQ23,OUT049,1713.30908
FDW04,OUT013,2170.759121
DRK13,OUT010,1231.458543
NCL17,OUT027,3729.507733
FDY21,OUT035,3171.000251
FDJ38,OUT027,4460.421335
FDA37,OUT019,133.6450512
FDV43,OUT013,835.3033911
FDL36,OUT046,1569.369588
FDD53,OUT045,636.2404325
FDZ19,OUT010,893.21272
FDV21,OUT045,1957.732
NCL54,OUT018,2486.076959
DRI47,OUT027,3765.789037
DRG03,OUT049,2567.071214
FDG21,OUT013,2475.34406
FDW03,OUT018,1419.00578
NCI55,OUT046,2029.318677
DRC36,OUT019,897.6873609
FDH22,OUT017,2143.322513
FDV20,OUT045,1988.812921
NCU41,OUT027,4520.043673
FDN46,OUT027,3142.122821
FDK50,OUT045,2518.21248
NCA05,OUT027,3816.526222
DRH01,OUT018,2490.253448
FDT08,OUT018,2117.282391
FDM08,OUT018,3279.725037
FDZ07,OUT035,1084.442481
FDS22,OUT017,849.8401874
FDV35,OUT027,3954.362811
FDI28,OUT010,-638.5971285
FDW58,OUT027,3193.924357
FDT52,OUT045,3814.806944
FDY34,OUT046,2697.53826
FDR10,OUT046,2642.624586
FDK57,OUT017,2018.466652
FDR02,OUT027,3219.232262
FDX49,OUT046,3784.387076
FDQ20,OUT046,771.5854792
DRK23,OUT045,3922.013871
NCW06,OUT046,3124.399098
FDR31,OUT017,2420.962562
NCE43,OUT013,2771.616479
DRO59,OUT027,2710.593776
FDN09,OUT049,3947.039853
FDR11,OUT046,2650.445389
FDO57,OUT013,2662.89394
NCX18,OUT017,3203.677699
FDB05,OUT018,3663.588578
FDQ08,OUT018,730.0251247
NCG43,OUT035,1606.14261
FDJ56,OUT013,1727.886334
FDA13,OUT010,-1291.828655
FDO56,OUT017,1953.684389
FDB37,OUT018,3532.50844
FDZ02,OUT018,1295.173812
FDQ24,OUT046,4032.461814
FDM16,OUT013,1294.760762
FDU35,OUT049,1690.540679
FDT35,OUT035,2772.189112
NCX30,OUT049,3995.197075
FDG04,OUT017,3057.07733
FDI12,OUT035,1485.382322
FDE35,OUT035,1077.766945
NCP14,OUT027,3168.535536
NCY53,OUT045,1713.180202
FDP49,OUT017,1001.068306
FDQ04,OUT017,800.6186139
FDM39,OUT035,2926.529368
FDO58,OUT019,694.5767913
FDC56,OUT017,1999.793824
NCQ54,OUT046,2748.315902
FDV10,OUT027,2181.685935
NCK17,OUT046,770.5615858
NCF55,OUT027,2086.395384
FDV33,OUT013,4185.859093
NCH29,OUT019,-336.7857178
FDA37,OUT027,3471.564406
FDH46,OUT018,1377.032375
FDS25,OUT035,1864.085938
FDH04,OUT027,2915.179499
FDX52,OUT046,3120.754784
NCD42,OUT017,720.8078368
FDW47,OUT017,2040.21116
FDL25,OUT027,2965.465424
NCJ06,OUT010,21.92302514
FDY09,OUT013,2845.694698
FDS40,OUT046,721.872188
FDH41,OUT017,3490.654162
FDG38,OUT035,1464.16999
FDU03,OUT027,4329.341198
FDV20,OUT046,2133.9861
DRB13,OUT045,2965.793932
NCQ30,OUT013,2013.757987
NCH06,OUT013,3957.359702
FDU50,OUT018,1546.401146
NCO42,OUT019,424.7170873
FDW09,OUT018,1036.20659
FDH04,OUT013,1553.276723
FDC21,OUT045,1675.383286
FDL21,OUT049,772.1176548
FDM46,OUT010,-394.5775058
FDT22,OUT019,-894.6457777
FDB28,OUT035,3230.62259
FDI12,OUT018,1167.778446
FDA28,OUT045,1963.4241
FDF59,OUT013,2132.962206
FDM45,OUT027,3421.318939
FDQ56,OUT017,1437.2251
FDR46,OUT049,2415.76218
FDT01,OUT013,3449.212933
FDD16,OUT027,2682.092817
NCU30,OUT010,657.4651598
FDM40,OUT010,385.0659513
FDI56,OUT035,1591.646272
NCS30,OUT013,2127.721366
FDU08,OUT017,1681.73644
FDX51,OUT027,4555.220168
FDA43,OUT045,3059.568872
FDX59,OUT010,-1327.537326
FDC37,OUT018,1441.774181
FDP58,OUT013,3549.703867
NCY42,OUT035,2359.292437
FDF21,OUT018,2742.012958
FDU10,OUT027,2112.808099
DRL47,OUT018,1731.862781
FDA58,OUT018,3489.551601
FDJ22,OUT049,3142.048032
FDK50,OUT046,2640.044624
FDO38,OUT035,1359.543025
DRF60,OUT035,3873.493809
NCZ42,OUT019,1842.523099
FDD35,OUT049,1992.01348
FDL25,OUT045,1442.82878
FDJ16,OUT013,1034.72919
DRK59,OUT049,3797.327345
FDI50,OUT046,3737.785923
NCB19,OUT045,1355.810291
DRI37,OUT035,1074.654807
FDA14,OUT027,3819.678818
FDC08,OUT018,3335.170887
FDS45,OUT046,1769.778822
FDI21,OUT049,1129.528023
DRJ47,OUT035,2855.07157
DRE37,OUT027,4457.841373
FDT55,OUT018,2250.94249
NCG42,OUT027,3527.99369
FDA31,OUT049,2806.833432
NCW42,OUT046,3597.901547
FDF50,OUT017,3181.360558
FDK56,OUT049,3049.296985
FDX10,OUT035,716.7122633
NCK07,OUT027,4060.505387
FDZ49,OUT017,3598.433723
FDR33,OUT013,1833.496734
FDO44,OUT018,1515.360682
FDA20,OUT046,3046.717023
NCL30,OUT045,1988.280746
FDI05,OUT019,-676.5876096
FDQ12,OUT018,3346.514629
FDH47,OUT017,1633.53876
FDH34,OUT018,2682.963253
FDF29,OUT046,2187.87588
FDG40,OUT018,325.4814276
NCE18,OUT017,4020.053721
FDP21,OUT010,1092.638518
FDY50,OUT013,1521.663626
FDB36,OUT049,2154.134081
NCZ29,OUT049,2122.601899
FDU20,OUT018,1642.756048
FDO56,OUT013,1975.469354
FDW31,OUT049,3220.221825
DRH59,OUT013,1307.249771
NCB30,OUT017,3216.085793
FDK43,OUT027,3508.869603
FDW43,OUT045,3567.223923
NCL19,OUT017,2339.06354
FDJ27,OUT046,1704.504841
FDC45,OUT046,2786.644993
FDY40,OUT035,940.5029895
NCM41,OUT035,1572.932986
NCK18,OUT019,725.1659949
FDP37,OUT049,2162.487059
FDA27,OUT027,5495.428157
NCX30,OUT035,3993.641006
FDR09,OUT017,4141.756986
FDG08,OUT027,4205.590145
NCU30,OUT013,2704.335169
FDB16,OUT017,1509.255532
FDM16,OUT017,1288.536486
FDC48,OUT013,1411.836279
